Timestamp,What is your Gender?,Where are you from?,Question1,Question2,Question3,Question4,Self Esteem Label
12/30/2021 19:44,Female,Dhaka,"In that case, they don’t criticise me. If I have lackings, that's totally my concern. ",Rather than my sibling my parents are satisfy on me and I get their importance. ,"No, I'm not able because they won't let me to do. And, except their permission I never done anything before. ","They were always supportive and favorable parents but as I didn’t heard them upon my future study and career before so, sometimes  it feels like I'm  losing confident. ",0
12/30/2021 20:01,Female,Dhaka,No. They amount of good qualities are there in me because of my parents.,They are more than enough considerate ,Everything except tour with friends ,Yes. They are doing everything to fulfill my dream.,0
12/30/2021 20:01,Male,Chattogram,Their criticism barely made any lack of good qualities,Maybe,They never caged me from experiencing new things,They always support me wherever I am,0
12/30/2021 20:09,Male,Dhaka,Maybe,Yes,I don't think I can. But I try,No,1
12/30/2021 20:17,Female,Dhaka,No. Criticism works for me,"No, my parents respects my decisions ",I wish I could travel more but they won’t allow for my safety,"Not there yet, insha allah one day I will reach there",0
12/30/2021 20:20,Male,Dhaka,Sort of,Yes,Sometimes I guess ,I don't know.,1
12/30/2021 20:23,Male,Dhaka,Maybe in some cases yes,No,Yes,Yes,0
12/30/2021 20:25,Female,Rajshahi,No they do not do any kind of criticism which are responsible for my lack of good qualities,No I don't think so,Yes I think I am able to do all the things like most other people and my parents will support me hopefully.,Yes I feel confident. Now My parents desire for me to become a web developer and they are supportive for what I want to be,0
12/30/2021 20:28,Male,Dhaka,No. I think criticism help me to do better. But sometimes I do not like criticism that hurt me personally ,I don’t think so,No. I can't do everything like most other people. Sometimes it become economical issue. ,I think I am on the right way. I just need to do the right things for walk on the right way. My parents are giving full support ,0
12/30/2021 20:29,Female,Dhaka,Kind of. I don't have enough self confidence.,"Maybe, if they criticized a bit less.",Yes. I'm a physically and mentally healthy person so I think I am able to do all the things like most other people.,"My parents support me in everything. No, I don't feel confident and that's my own fault.",1
12/30/2021 20:31,Female,Dhaka,Maybe,Yes,Yes,Yes ,0
12/30/2021 20:33,Male,Dhaka,No. Rather their criticism is responsible for my good qualities.,Yes I agree,Yes I am. My parents help me if I need any.,My parents always support on my work,0
12/30/2021 20:36,Male,Dhaka,No. They are mostly constructive criticism in my case,They are considerate ,yes I think,Yes they support me.,0
12/30/2021 20:49,Female,Dhaka,No. My parents never make me feel like that.,No. They are enough considerate. Problem is me and my surrounding ,No. They don't allow me to do everything I want. Parents are your guardian. So sometime because of fear and for our betterment they don't teach or allow us everything. Everyone have their own quality and lacking. ,After starting my university life I took my decision what I want to be. I couldn't take right decisions which has now made me lost. ,1
12/30/2021 20:49,Female,Dhaka,Yes. I feel so. ,May be ,May be,Yes.  I am getting  better with my behaviour and impulsiveness. My parent is supporting me,1
12/30/2021 20:50,Female,Dhaka,yes,yes. They have never been that much considerate with me.,"No, My parents are still that outdated. so they dont understand modern things ehich binds me doing lot of things trendy.",I don't know.,1
12/30/2021 20:51,Male,Dhaka,No they dont,Yes.. I did that sometimes,No.,May be,1
12/30/2021 20:56,Male,Dhaka,No,Yes,Yes,Yes,0
12/30/2021 21:15,Female,Dhaka,They criticize because they also want good for us and they are our biggest well wisher.,They are enough considerate.,"No, things varies from people to people. Maybe I am better at something which they are not at.",No I am not but i will try my best.,0
12/30/2021 21:22,Male,Dhaka,"Not really. I learned to cope one way or another. Constantly thinking about parents holding me back won’t give me wings, I have create mine on my own.",No. I am learning to be independent and self validating,I think I can do more.,I am still figuring this out ,0
12/30/2021 21:26,Male,Dhaka,No. Obviously not. If the criticism is constructive then its good.,It depends. Sometime parents need to more considerate sometime not.,No. My parents reaction is normal. They encourage me.,Yes. & my parents support it also. They always try to give me that space so that i can go fluently.,0
12/30/2021 21:32,Female,Dhaka,"No, because I don't let their criticism break my morals.",Yes. Maybe then I wouldn't have under estimated myself as much as I do now or their support might've helped me when I felt low,Nope. They stop me from doing most things that people my age do.,"Yes, I plan on implementing the morals and ethics they've taught me ",0
12/30/2021 21:34,Male,Khulna,No! only  I am responsible ,Maybe. Not sure,Not everything. ,No. I am facing lack of confidence but due to my own wrong decision. ,1
12/30/2021 21:39,Male,Dhaka,"No,because my parents feel proud for me.",They may consider or not it doesn't matter for me .,"Yes ,","My parents support me a lot .They know their son cannot go in the wrong direction ,",0
12/30/2021 21:40,Male,Dhaka,Yes,Yes,Yes,No I am not sure.,1
12/30/2021 21:40,Male,Dhaka,Yes,Yes,No,Not sure.,1
12/30/2021 21:43,Female,Dhaka,Maybe It's yes,Yess I truly respect them,I Don't think so,Still I am not fully comfortable ,1
12/30/2021 21:44,Female,Dhaka,Yes,"Yes,I think",They are always abusive ,No i am not,1
12/30/2021 21:54,Female,Rangpur,I don’t blame them for my lack of good qualities. ,Because of my parents I'm hopeful about my self.,Yes I'm able to do it due to my parents. Because they have always encourage me to do something. ,My parents have always believed on me. Even if I'm not in the right direction i think I'll be able to sort it out and my parents will still be there for me.,0
12/30/2021 21:58,Female,Dhaka,Sometimes it could be for the lack of my good qualities and sometimes it is because they think that they are always right. Parents could be wrong sometimes too and they might learn from their children too. ,"Yes, maybe I could have done some more things with my life if my parents were more considerate and then I could have given myself more respect. ","Not really. In my case, my parents are a bit conservative for which I feel like I'm slightly unable to do all the things like most other people, but that is not much that I miss. ","Yes. I feel confident because I believe that my parents already brought out the best version of me. I know they'll always support me even if it's not in the first place, they will. ",0
12/30/2021 22:01,Female,Dhaka,"Yes, they could use positive words instead of saying ""You can't do anything, we got no expectations from you anymore""","Ofcourse, no matter what the situation is I have to handle it myself as I don't get any support from my family. As a girl I am very outgoing and extrovert but my parents never allow me to work with opposite gender and criticise me as a person with bad character.","If my parents were more understanding, more friendly atleast if I could tell them what I want I believe I can get the best of me.",My parents never supported my dreams but I am heading towards the right direction maybe it's against their opinion and they are angry but I know I am not wrong.,1
12/30/2021 22:02,Male,Dhaka,no,Maybe,Sometimes,maybe,1
12/30/2021 22:03,Male,Dhaka,My parents hardly criticize me and i do not think I have lack of good qualities.,I am respectful towards my parents and they are already considerate towards me.,"Yes, i am. i am allowed to whatever i like since i know what's good for me and what's not. My parents put their full faith on me","Yes, i have taken a different route and my parents supported me on this. Time will tell whether it leads to a good outcome or not. As for me, i believe i am heading towards the right direction.",0
12/30/2021 22:08,Female,Dhaka,Never. My parents criticise me when i did something wrong. ,My parents are the best. I don’t think this question is appropriate for me.,No. I can't do all the things like other people.  And they Are okay with it.,No. ,0
12/30/2021 22:09,Female,Dhaka,Yes,Yes,Yes,No,1
12/30/2021 22:13,Female,Sylhet,"Yes, I couldn’t get able to do great results thats why my parents are feeling hopeless at me.","Obviously, they don't even except medium results. They only wants great results or something extraordinary. But they don't appreciate what I am. If they consider me as what I am then I could have given me more respect. I could feel peace. My life would be more beautiful.",No obviously. My parents are sometimes behave like conservatively. I couldn’t fulfil my wishes all the time like others.,No. I wanted to be more skillful at extra curricular activities. But my parents wanted that I give more attention on my study only. ,1
12/30/2021 22:14,Male,Dhaka,"it affected 50% of my life. but instead of criticism if they had motivated me, i might have gotten better qualities.",My parents are much more considerate about me than i deserve.,100% I'm able to do. and my parents are right behind me cheering for me.,my parents are 100% supportive. but still don't know where life will lead me.,0
12/30/2021 22:14,Female,Dhaka,Not at all.,"No,I don't think so.",My parents are a little bit strict. They forbade me to do only those things that are not good for me. And I'm okay with it.,Yes. I'm confident about it. My parents are also supportive.,0
12/30/2021 22:15,Male,Dhaka,"I think parents criticism is needed for me, but they should do it in a appropriate manner.",I'm not so sure. But it would definitely help me to be more confident than I'm now.,I don't sure about whether I am able to do all the thing like most other people but my parent's impact on it surely seems somewhat deviating from time to time.,"Sometimes I do question myself about all the things that I didn't wish to happen in the first place, but I try to stay confident about my future.",1
12/30/2021 22:18,Female,Dhaka,Nope ,Yes,I could fo if they support ,No,1
12/30/2021 22:22,Female,Rangpur,No I think my good qualities improved for my parent's support.,"No, they do help me to respect myself more than i usually do to me.They encourage me and my hidden talent and say lighten up yourself my kid!","As i have told my parents are overprotective.So,I am not able to do all the things as other people do! I have limitations and restrictions towards a reckless life.Sometimes it's bothering and overbearing.",They do support me to becoming the right persnon with a bold mindset.,0
12/30/2021 22:23,Male,Dhaka,"nope, that's on me. can't blame them 😐",i give myself enough respect. I cannot to be bothered by other's action all the time.,"Nope, they would reject anything other than study related. So i don't try to convince them at all.","Yes, I am confident I am being the person I want to be. Family struggle taught me to be more calm and collected. I would value other's views and emotions better.",0
12/30/2021 22:24,Female,Dhaka,sometimes comparing me with other kids at my childhood used to create some mental unhappiness. ,no I don't think like that they respect me,Not everyone has the same ability to do things.,stuck between 50/50 .My parents suggest me to do something beneficial for my life.,1
12/30/2021 22:27,Male,Dhaka,"Sometimes. I think if they were more open minded, let me chase my interests, I could have done more with more options to persuade, rather than always study for grades and jobs.","Yes. If they were more considerate, I could have been someone I wanted to be, and I could have respect that.","No. My parents are stereotypical in many cases. In this century, where many parents are open minded, my parents hate friends' stayovers, hanging out with female friends, has negative opinions against streaming and gaming, it puts bad impacts on my personal and social life.",I am definitely not heading to the direction I want to be. I am heading in the direction my parents want me to be and they support it to the full.,1
12/30/2021 22:33,Male,Barishal,Yes. They punished on many purpose that I get pressurized and lose patience. This make me lack of good qualties.,Yes I do feel that,Nooo,Yes,1
12/30/2021 22:33,Male,Rangpur,Yes I do feel they are too harsh sometimes.,Yes,Not really. They are possessive to a certain extent.,I strongly believe that. They are quite supportive.,1
12/30/2021 22:36,Male,Chattogram,Yes. Every time they taunt me for study. This gives me a lot of pressure.,Yes. My parents never  believed in me. ,No. There are so many parents out there they help their kids to do what they want to do. My parents never allowed me.,I should be givng service to my country. I am not becoming the Ideal person on parents eyes nor mine. ,1
12/30/2021 22:39,Male,Sylhet,Yes I believe that,I give myself enough respect in all situation.,Yes I can. My parents let me learn a lot of things.,My parents are supporting me. They know I am in right direction,0
12/30/2021 22:40,Female,Barishal,No,No,Not exacly.There are some rules and restrictions from my parent's side that's why I'm unable to do all the things like most other people.,"Yes ,I feel confident about heading in the right direction to becoming the person I want to be.And I'm thankful that my parens are giving me all their support.They are trying hard just to support my dream and me by both finantially and mentally.",0
12/30/2021 22:41,Female,Dhaka,"Not really, I don’t think that make any sense.",My parents are very considerate so I didn’t feel like that ever.,"Why not, my parents always encourage mr for doing ideal and good deeds which are good to everyone of course.",Of course I feel confident for being the person i want to be. My parents are very supportive they support and respect what i di for being successful in future.,0
12/30/2021 22:42,Male,Dhaka,Nope,I am doing good enough,Yes,Yes,0
12/30/2021 22:47,Female,Dhaka,No.,No,No,"Yes, They are very supportive.",0
12/30/2021 22:50,Male,Dhaka,At this stage of life no. There has been a huge paradigm shift and things are evolving continuously but their criticism is not based on the present scenario.,No I think.,No. They are over protective. ,Yes. They now support me in every way possible for me to fulfill my goals.,0
12/30/2021 22:57,Male,Dhaka,Yes,Yes,No,Yes I do,1
12/30/2021 23:01,Male,Dhaka,"Yes, the criticism is responsible to a certain extent mainly due to the fact that my parents have had a hard life and wanted to ensure the basic education and wellbeing. Did not encourage co-curiccular activities. ","No, there are many challenges in a person's life and one has to have self-respect despite everything. Parent's consideration is just another issue amongst the vast problems of life. ","Yes, because my parents have been quite liberal than most. ","Yes, my parents even though having flaws like all other human beings are one of the most wonderful, humble, kind, courteous,hard working people I've met in life. Their values and traits have passed on to me and I have tried to incorporate the good virtues learned from them. And they have been supportive of studies, career and life in general. ",0
12/30/2021 23:02,Female,Mymensingh,Definitely ,Yes,May be,No :(,1
12/30/2021 23:02,Male,Dhaka,"It is hard to define the term lack of good quality. But for those which are lacking, their criticism does not play that much of a role","My respect is upon me. I love myself. My parents also love me. May be , them being more considerate could have resulted in some bad decisions being from my side.",yes,yes,0
12/30/2021 23:05,Female,Dhaka,May be. But they do proud of me. They encourage me for being a good human. So then I try to turn my bad qualities into good one!,"No. If they were more considerate, I'll not be able to control myself towards my goal. I think It's a balancing way of control",Yes I think so. In this case I can surely say that my parents are the best. ,I feel confident & my parents are way more supportive. Obviously that's a blessing.,0
12/30/2021 23:05,Male,Chattogram,No. I am not doing well in any where. If they criticized me. They are doing it for my own good.,No. I provide myself alot of respect.,Yes I can, Yes I'm confident.,0
12/30/2021 23:05,Male,Sylhet,"No, I don't think so. I totally blame myself if I find myself lacking good qualities not my parents. ",I don't think my parents need to be anymore considerate. ,"I never do something that my parents would not like me to do and even if I do, I always make sure to stay in my limits. ","You never know what is waiting for you in the future. At least for now, yes, I am headed towards the right way.",0
12/30/2021 23:07,Female,Dhaka,No,No they never under-estimate me,I guess  I can,Yes I am,0
12/30/2021 23:09,Male,Dhaka,"No,mostly it’s thy fault.","Yeah,probably. ","Yes, my parent's impacts are negligible. ","Yes, my parents support me that much. ",0
12/30/2021 23:11,Male,Khulna,"No,they always inspired me to be a doctor. ","Yes,I think.",I try to serve people.My parents specially my father who inspired me to do good activists.,My parent's always support me for my Passion..,0
12/30/2021 23:12,Male,Dhaka,My parents don't criticize me about my qualities.,They have enough respect for me and my actions.,There are some societal and cultural barriers that prevents my parents to support everything and that is a good thing.,"Yes, I'm confident that I'm becoming the person I want to be and they supported my decision when I switched my path towards business studies from science background.",0
12/30/2021 23:14,Male,Dhaka,"Sometimes yes, Sometime their criticism makes you feel more worthless.","yes, i would have been more proud of myself","NO, I don't think that, I have to consider their choice too.","NO, their choices affects my life style and it's not possible to focus on some I want.",1
12/30/2021 23:15,Female,Khulna,Actually my parents never have cared the criticism.. cause they have faith on me and also their upbringing..,My parents have always been very considerate already towards me so i have already given myself respect and love.,"As they are very supportive so,Yes i am able to do all the legal things.. until that is harmful for me.","Yes i feel confident i am heading in the right direction to becoming the person i want to be..my parents have always supported me to do what i have wanted .. Blessed to have supportive and loving parents..,",0
12/30/2021 23:16,Male,Dhaka,My parents didn't criticize me. But I think parents should support their child instead of criticize there childs. ,I don't know. ,My parents always tell me to follow the good qualities of others and try becoming like them. I'm able to do all the things like most other people ,"Yes, my parents support me for my aim in life. That's why I feel confident  heading in the right direction to becoming the person I want to be. ",0
12/30/2021 23:21,Male,Dhaka,Criticism is the barrier of success So I think the good qualities inside of me never affects by anything.,Yes I think I could have given myself more respect ,Yes I am able to do most of the things ,Yes I am confident. I am in the right direction. ,0
12/30/2021 23:26,Male,Dhaka,Nope....,Nope.,Alhamdulillah....satisfied.,Yes.,0
12/30/2021 23:29,Male,Dhaka,"If I replace Parent's with Guardian's, then yes.",Yes I would. ,No and I cannot explain why because I try but that go in vain most of the time.,"My mother's philosophy is totally different than mine. I am a grown man and I always try to become the person that I used to think would become my perfect guardian. Though, I cannot say I always do the things right.I often get fluctuated from the path that I think is right but when I return, I become slightly a changed person and try to become aware of my wrong thinkings and works and try to perform accordingly.",1
12/30/2021 23:30,Male,Dhaka,No.,No.,Yes. Parents’ impact works positively on me.,"Yes, I am. They’re supportive in every way.",0
12/30/2021 23:31,Female,Dhaka,"Yes , but trying to be a better person day by day.","Yes, if they care about my dream and appreciate my good works.",I want to go to the abroad for study purpose but my parents are not supportive.,"Not that much confident, but I am doing my best to fulfill my dream 
In that case my parents are not supportive.",1
12/30/2021 23:32,Female,Dhaka,"No, they assist me to groom up myself ",Not really because they always teach me to respect myself and other.,I belong from a conservative family but I am blessed how I grew up.,"Yes, I think I am going on a right track. They are my backbone…. Without their support I couldn’t have done anything in my life. ",0
12/30/2021 23:34,Male,Chattogram,Yes,Yes,No,No,1
12/30/2021 23:38,Female,Dhaka,it would be  better if I had the support when I wanted to do something that I like.,They were very considerate but there are certain things that I wished they would understand. ,No I can’t. I have many restrictions in every single thing I do.,Yes I think I am confident enough now to defend my self. And make my parents understand what I feel about a certa Thing. ,1
12/30/2021 23:39,Female,Dhaka,"Yes. The more they make constructive criticism the more I learn from my mistakes. If they did not make those criticism, it would have been a tough path to succeed in some places in my worklife.",Yes. Sometimes I think they don't understand my feelings. Sometimes they don't feel empathetic enough about my situation. It makes leave me home sometimes and get lost. But that alone don't help me realize them their mistakes.,No I can't.,Yes. They support me enough to become the right person I want to be. They help me go through any tough time throughout my life.,1
12/30/2021 23:40,Male,Dhaka,No. Not iny case,Yes sometimes I feel I needed to give myself more respect,No,Not confident but I'm try by my own. ,1
12/30/2021 23:43,Female,Dhaka,no,No ,Yes.,maybe,0
12/30/2021 23:43,Male,Dhaka,No their criticism is not responsible for my failures. They do whatever is good for me .,I have given myself the respect I deserve. ,No I am not able to do everything. My parents are kind of old so I have to rethink my decisions before taking any decision.,Yes my parents have given me all the things I needed. They made me the person I am today.,0
12/30/2021 23:45,Female,Dhaka,Yes I think and it isn’t fair to force someone to do the best in the field she don’t have any interest,I think I would,I don’t think so,I think every parents are supportive in their own way. You just need to understand the way I guess,1
12/31/2021 0:06,Male,Rangpur,I dont think so. ,Yes. I had social anxiety. I wish my parents knew about it and helped me a little ,Yes. My parents have never forced me to do anything. I took most decisions and learned from my mistakes. They also never made me feel like a laser. That gave me a comfort and the ability to grow by myself ,Yes. My parents are supporting me financially and they gave me the freedom to take decisions myself. ,0
12/31/2021 0:07,Male,Mymensingh,no,no,no,yes,0
12/31/2021 0:11,Female,Dhaka,Yes. I felt less confident when they judged me. But that became my motivation for retaliation later. ,I respected.,I have experienced cold shoulders fron them which made me feel abandoned.  Thus I realized I have to become independent.  So I am able to take any challenges ,"No, it is a blurry vision.  But I believe as long as I am not harming anyone, life will treat me good. I do not crave for any support from my parents. ",0
12/31/2021 0:11,Female,Dhaka,Yes. I want to do so many things but I'm not able to because of how my parents would react or already did before. ,Yes. If they at least heard me out or ACTUALLY thought of ME and not what others will think or we have to do sth cuz that's what it was like in their generation many things would have been different and I would've had more respect for them.,No I'm not it's like I'm in a cage.,No. My parents have no idea about it and they want to shape me into a person they want me to be and hence my confidence level is zero. ,1
12/31/2021 0:12,Male,Dhaka,Yes,Yes,No,No,1
12/31/2021 0:16,Male,Dhaka,Yes but not sure,Yes but not sure,No I think,No I think,1
12/31/2021 0:16,Male,Dhaka,No. They help me to correct my mistakes with their criticism.,I dont think so,No,Yes,0
12/31/2021 0:19,Male,Dhaka,No,Don't think so... They are more than considerate,Yes,NO,0
12/31/2021 0:22,Female,Dhaka,No.,One of them is considerate enough.,"No, because I have come back home by 4pm no matter what happens. Otherwise everything's fine.",Yes. ,0
12/31/2021 0:23,Male,Dhaka,No. I don't think so. Rather their criticism help me to do well in my life.,My parents are enough considerate so that I can give myself enough respect.,Yes. With my parent's continuous support I am able to do all the things like most other people.yes,Yes. According to my parent's direction I feel confident that I am heading in the right direction to becoming the person I want to be.,0
12/31/2021 0:23,Male,Dhaka,Yes ..I am a lazy person and things move slow around me,Yes.if they are more considerate about my decision i may have done something that had a huge impact in my life,Yes.My parents are always supportive no matter what somethings it is tough for them too but they try,Yes i am confident that i am heading in the right direction and my parents are supportive in every way because they always try to create opportunities for me,0
12/31/2021 0:26,Female,Dhaka,I dont know,Maybe. I wish they gave me more respect.,Yes I think so.,"I dont know. If my parents were considerate enough, then I might be in that direction.",1
12/31/2021 0:32,Male,Dhaka,"No, I don't think parent's criticism is responsible for my lack of good qualities because if I really want to do something good then I would just listen to their advice and also if I fail to do anything it's because of me, because of my carelessness.","No, I get enough respect from my parents even though they argue over things.",If I have to be successful I've to be the best version of myself. So when parents compare with other student I feel competitive and can notice the lacking in me. After that I will try to fulfill my lacking and try to be more skillful. Which will eventually make me better than others and I'll be able to do more things than most other people do.,"My parents support my dream. As I like to travel and explore things. So, aside my dream, there is lots of adventurous thing I wanna do in my life even though there is risk. As my parents are conscious about my health and safety I can convince them after a negotiable conversation. ",0
12/31/2021 0:39,Male,Dhaka,No. My parents gave their best to grow me up as a nice human. ,No. The amount of respect I get from them is enoough. Same goes for me.,No. Sometimes I panic to do something. But my parents help me get through it.,Yes. I am hopeful about it. Time will tell everything.,0
12/31/2021 0:39,Male,Dhaka,No I don't think so,Yes I do agree. Then i can find my own me,I have always done the things i like ,I usually believe in myself and I am completely aware of the consequences,0
12/31/2021 0:48,Male,Dhaka,Not really I don’t think so. ,No my parents have always been considerate l. ,"Well, I’m a way I got way more than a lot of people. 
But I still want to do more that at some point gets disabled because I have to think about them. ","Yes , honestly all I want is to be a good person and my dad taught me that. So yeah ",0
12/31/2021 0:56,Male,Dhaka,No. ,No. My parents are considerate and compassionate enough.,No. I try my best overcome my barriers. My parents also help me achieve my goal.,"Yes, my parents support me. Sometimes, they try to make me understand about their concerns. ",0
12/31/2021 1:02,Male,Dhaka,No. I think it's not responsible for out quality. Mostly it's responsible for someone others way of thinking.,Yes! Because self confidence is really important.if they encourage us that would be great.,No. Sometimes they understand.but also sometimes they didn't understand.They want to to be happy. For that if they see someone succeed thay think that actually also work for us.,It's actually confusing.they sometimes can't support me. ,1
12/31/2021 1:05,Female,Dhaka,Yes. But I think I am also responsible the lack of good qualities.,"Yes. I gave myself enough respect, If my parents were more cooperative, I could give myself more respect.","No, I cannot. They are strict to go outside, hang out with friends.","I don't know about my academic life that I am on right track or not but as being human being yes, I am in the right direction and my parents have  lead me to this direction. I am proud of being who I am.",1
12/31/2021 1:24,Female,Barishal,"No.
Everyone has quality. ",Yes. I believe they could help me to give myself more respect.,"Yes. Even if I hesitate or fail at first, I don't give up. Also my parents strecth their hands for help if I need.",Not sure. But I think and hope I am on the right track. Also my parents supports me always.,0
12/31/2021 1:30,Male,Dhaka,"it affected 60% of my life. But instead of criticism if they had motivated me, i might have gotten better qualities.",My parents are much more considerate about me than i deserve. ,100% i'm able to do. My parents are right behind me cheering for me.,My parents are 100% supportive. But still don't know where life will lead me.,0
12/31/2021 1:47,Male,Dhaka,"Sometimes My father sarcastically criticize me for my bad quality,  And my mother emotional blackmail me for my bad habit.. But that's inspire me to Change my habit and grow my quality cause I'm over positive.🙂🤧(My father say, this is also a bad quality) ",Yes.,"Yes. Now I get my economical, decision taking and step taking freedom. So, they give their choice and opinion on my opinion,  decision and step or act. ",May be yes.,0
12/31/2021 1:51,Female,Dhaka,Not at all. Their criticism encouraged me to work on myself. ,My parents are already considerate and I’m really satisfied with that. ,I won’t agree with the question. I have to face a lot of restrictions before doing things and sometimes I really feel sad about that but on the other hand I know they are doing it for my betterment.,Yes of course.,0
12/31/2021 2:25,Female,Dhaka,Sometimes. But this a fact that comes from both perspective as well. ,"Definitely. To do this, in my opinion, I think the stereotype of ""not being too friendly with your parents"" needs to be demolished. ",Not at all. Everyone has their own speciality. ,I am not.,1
12/31/2021 3:19,Male,Dhaka,Got criticised everywhere . But that won't be the reason to be a good for nothing ,Maybe. That could be one reason i could keep telling myself ,Maybe not. Not gonna blame them ,"Have their support and guidance in such field but I don't think ,I'm heading to right direction ",1
12/31/2021 4:36,Male,Khulna,May be. But sometimes criticism is good to take challenges i think.,I don’t think so,Yes now i live alone because of my studies  and i handle all types of situation pretty well like others. I think many things i learn from my parents ,Yes i feel confident because my parents support me mentally and financially ,0
12/31/2021 4:42,Male,Rajshahi,They don't critize to star with.,Nope.,I already do everything. ,"Yes, they are proud.",0
12/31/2021 7:03,Male,Mymensingh,They nevere criticized me. ,I don't think that way. My parents were always considerate to me.,Yes I truly believe that.,Yes they always suppport for it. ,0
12/31/2021 7:57,Female,Dhaka,"Actually yes,i think so because of parent's support and help are most strength for a child to grow up and build a best future and also to get  good qualities. when our parents criticize us, it's too much painful and that's why many of the child behaviour are not good and their good qualities are disabled day by day.","Yes i think ,if my parents were more cosiderate i could have given yourself more respect. Because parents consideration give me more spirit to do my work.",yes i think i am much able to do all the things like most other people by the grace of Allah. In that case My parents have most role to play me capable of doing anything..My parents support and upbringing give me more strength,Insha'Allah i will become the person what i want to be and what i have decided.i have much confidence about the heading what i become my life..Right now my parents support me more.They think about my bright future.,0
12/31/2021 8:26,Male,Dhaka,Not criticism but their scoldings helped me simetimes to learn good things.,"No, I don't think so. My parents did enough to help me to reach my goal.","No, I am not able to do all the things like most oyher pepole. My parents never let me do anything wrong to gain my desires. They help me to learn how to lead a decent life.",I always try to be a good person. For that my parents always hepl myself.,0
12/31/2021 9:24,Female,Khulna,"No, I dont think so","No, I dont think, my parents are enough considerable ","Yes, I can do
I am independent ","Yes, I am confident and my parents are enough helpful",0
12/31/2021 9:53,Female,Dhaka,Yes totally,Yes I agree about it.,No I can't. I hesitate. Sometimes my parents help me.,No. There was no support ,1
12/31/2021 10:09,Male,Dhaka,No. I feel like their criticism helps me to achieve good qualities.,No. I don't think so.,Yes all the good stuffs without any hesitation. ,Yes and my parents are the main support behind it. They're doing each and everything to make my life easy!,0
12/31/2021 10:27,Male,Dhaka,Yes.they criticism my good qualities many way,Not sure.,No I don't think so.,They could support me  little bit more.,1
12/31/2021 11:14,Male,Dhaka,No not always,Maybe. It's always helpful when your parents are more understanding,Yes. Impacts are pretty normal,Don't think so.,1
12/31/2021 11:28,Female,Dhaka,Yes. I think could help me to achieve more good qualities.,No. I give myself enough respect. ,Yes. I can handle everything myself. My parents don't have much impact on it.,Yes. I am trying my best to reach my desired destination.,0
12/31/2021 11:31,Male,Dhaka,no. They criticize me for my own good.,no. I am happy about how much considerate they are.,no. But it is my fault. Not theirs.,yes. But my parent's support is there.,0
12/31/2021 11:58,Female,Dhaka,Sometimes ,Big yes,No,Yes,1
12/31/2021 12:49,Female,Dhaka,Nope,Yes,Able,They are very supportive,0
12/31/2021 13:24,Female,Chattogram,"Sometimes, it is.",I dont think so.,"Yes, i do. Because my parents were so supportive and they tried to engaged me in extracurricular activities which made me confident. ","Yes, i do.",0
12/31/2021 13:42,Male,Dhaka,Nope.,They always consider my opinion.,Almost.,Yes. I am. Mom always by my side.,0
12/31/2021 13:55,Male,Dhaka,To some points i think ,No... today what i am beacuse of my parents,No... every one has their own ability,Yes...i feel confident and my parents encourage me a lot,0
12/31/2021 14:02,Male,Dhaka,Yes kind of,No,Yes,I guess so,0
12/31/2021 14:15,Male,Dhaka,Yes A lot.,No I already respect myself ,No. but it also depends on the situation ,"No, I feel like I am stuck in my life and not moving forward ",1
12/31/2021 14:22,Male,Dhaka,Feels shit,Feels shit,Feels shit,Feels shit,1
12/31/2021 14:27,Female,Dhaka,It could be possible. I wish they appreciated my efforts more than criticising the outcome of my efforts. ,"Definitely yes. If they were considerate enough to let me engage in a part time job or business, I would acquire somewhat financial independence from it. That would have helped me respect myself more and gain more confidence. ",Nope. I am not allowed to do many things owing to the excuse that they are forbidden for my own wellbeing. I have accepted them until now. I don't really rebel against those anymore. ,"I am mostly confused in terms of my education and career. But in terms of character and morals, I'd say I am becoming the person I always wanted to be. ",1
12/31/2021 14:33,Female,Khulna,No.,Actually they are so much considerate,No. Their are some restrictions in my family,Yes. I feel confident,0
12/31/2021 14:44,Male,Dhaka,No,No,Yes i can,They always supported me.,0
12/31/2021 15:03,Male,Dhaka,Obviously. We cannot understand our limitations form our situations most of the time.But criticism is a thing that  can poke us prominently which is important for self assessment where good words merely can do that.,Yes. But there is a chance that more considering might make someone over confident. ,I am a champion to my parent. I'll not be capable of doing everything good as like the people who are good at it but my parent will not believe it.,My parents will be confident but I'll not be. So i would work so hard to achieve it because I always try to give less marks to myself.,0
12/31/2021 15:22,Female,Rangpur,No,They are enough considerate,Don't allow any prohibited thing. Encourage to be disciplined.,Yes.. always supportive,0
12/31/2021 15:36,Male,Dhaka,No,Yes,Yes,Yes. They have supported me through pretty much all my endeavors.,0
12/31/2021 15:37,Male,Dhaka,"Yes they are, but their criticism helps me to develop my own qualities.",I dont think so. My parents are already very considerate.,"Im not. I am not allowed to do almost everything people of my age are doing like it's as simple as having water to them. But my parents know things which i dont, they have seen things which i am yet to see. Therefore i dont question their judgement and try my best to abide by my parents. And im faithful that I will be able to gain something that others wont.","Yes i am. My parents are strict, but they value my interests, and help me take decisions when I'm in dilemma. They are extremely cooperative. ",0
12/31/2021 15:45,Male,Dhaka,Nope,nope,Its couldn't be possible.  Because everyone have a unique superior ,Yes,0
