Timestamp,Gender,Where are you from?,Parenting Label,Question1,Question2,Question3,Question4,Label
12/30/2021 18:12:37,Female,Dhaka,,No I don't feel worthless. But there's always a bad feeling then again I try my best to improve.,Sometimes yes. Other times I would try to convince them.,No but sometimes I feel pressured about not having enough confidence to accomplish the task.,It makes me hopeful about future.,0
12/30/2021 18:22:40,Female,Dhaka,,Sometimes I do feel down for not fulfilling my parents desire ..my elder sister always stayed on top so I have had a hard time 🙃,They will force their opinion on me,I don't know yet ..I haven't tried anything different ,They think they are always right.,1
12/30/2021 18:31:53,Female,Dhaka,,My parents have always supported me and they never made me feel like I am a failure or something. ,Never. My parents supports me in every aspect. ,No generally I don't find it difficult.They are the one who inspire me to take intiative.,It makes me hopeful.,0
12/30/2021 18:39:19,Female,Dhaka,,"Yes, I felt like i have to be caged to maintain them.",If my interest doesn’t match with their interest they will push me to do as they want,I can’t make one,Hopeless. Because their way of thinking and my way of thinking are totally different ,1
12/30/2021 18:44:56,Female,Dhaka,,Yes sometimes I do feel worthless.,My parents don't have any interest to know my interests.,Yes I do find it difficult.,It sometimes make me hopeless and sometimes hopeful. Mostly hopeless,1
12/30/2021 18:53:31,Female,Dhaka,,No I never feel like that.,I don't know. Never thought so much deep.,Noo. It depends on which initiative I am taking not because of my parents activity.,Hopeful.  Everyday they are working so hard for me.,0
12/30/2021 18:54:23,Female,Dhaka,,"No, The feeling is always there. I will be relieved Once I will fulfill their desire.",No. They helped me to work on my interest.,No. I am quite easy in taking any kind of initiative.,Hopeful. At least they are trying.,0
12/30/2021 19:27:16,Female,Dhaka,,I have always been able to fulfill my parents desire or maybe they are happy with what i can do.,Yeah sometimes for working load .,Sometimes I find it difficult.,I feel really hopeless most of the time.,1
12/30/2021 19:44:03,Female,Dhaka,,"No. They wanted me to study in medical but I went for BBA. At the beginning they were quite upset later on, I got their support. ","No, they always pay attention on my feelings and I never being pressured by them till now. ","Not really, if there is not any safety issue. For example, outing with friends outside of the city, like that. ","It is always hopeful, as I am getting all the supports and care from them. ",0
12/30/2021 20:01:51,Female,Dhaka,,"Yes....It was when I attended the varsity  admission test. Though they didn't tell me anything, but I felt like I'm completely useless.",No. I work on my interest.,NO. I have taken so many risky decision in my life and  my parents supported it.,Hopeful. I'm blessed with such cool parents.,0
12/30/2021 20:01:55,Male,Chattogram,,Yes I feel worthless because I Could not get into medical school,They might not like my interest but they do not force me not to do it,No. In the era of interenet. Everyone is an entrepreneur .,I become hopeful watching their patience,0
12/30/2021 20:09:14,Male,Dhaka,,Yes. I feel worthless,No. My parents always supported me on chossing and working on everything that I have interest in,"Yes, cause I am worthless",Hopelss many times,1
12/30/2021 20:17:37,Female,Dhaka,,"Yes, I wish I could do more for them","No, All my life I have done what I like to.","Yes, As I am l'il introvert . I get shy and sometimes scared to take intitiative.",Sometimes hopeless and  gives me  demotivation .,1
12/30/2021 20:20:27,Male,Dhaka,,"Well, I didn’t get chance in ndc and buet, it felt pretty bad",Uh.. No. Why would I lose Interest  for my parents?. It's my life my choice.,No,I don't care actually ,0
12/30/2021 20:23:08,Male,Dhaka,,No,No,No. It is actually easy for me to take the initiatives.,They did a great job,0
12/30/2021 20:25:38,Female,Rajshahi,,"yes,sometimes.My parents wanted to me become a doctor.but now I am studying in CSE","I like to paint but my parents do not give much more attention for my painting. So,for this reason I lose my interest on my painting",No It is not difficult to work up the initiative to do something for my parental activity,My parents activities make me hopeless.,1
12/30/2021 20:28:36,Male,Dhaka,,No. I never felt like that. I will try again. If I fail continuously I will stop trying and think another method,Maximum time my parents support me for what I do. But first they find out is it good for me or not.,No. It feels great to do something for Parents. ,It's a mixed opinion ,0
12/30/2021 20:29:56,Female,Dhaka,,"yes, for not doing enough in my academics.",No I never lost interest.,No. With some of my friends I already open a cafe. My parents supported me in it.,"My parents support me enough in everything, so I don't feel hopeless that much.",0
12/30/2021 20:33:39,Male,Dhaka,,It feels so hard. I felt so low that time ,No I never loss interest in this things ,Yes it is difficult to do initiative parental activities ,It is always hopeless.,1
12/30/2021 20:31:09,Female,Dhaka,,No,Yes,Yes,Hopeless ,1
12/30/2021 20:49:23,Female,Dhaka,,"Yes, it feels worthless. ",I never had any such interest which my parents disagreed.,Taking any new step is a big challenge. ,They are not supportive at all so I feel worthless .,1
12/30/2021 20:49:46,Female,Dhaka,,My parent wanted me to get married  to another  man. I didn’t  listen and till now i have to tolerate her whining ,"Yes,  I love to dance amd sketch but, For religious issue they forbid me to do so",Yeah ,Mixed reaction ,1
12/30/2021 20:50:23,Female,Dhaka,,yes,yes. It's a big mental health issue. From childhood if your parents are not giving you proper inpiration you get anxiety to find any interest.,yes. It is difficult to take intiative without finacial or mental support.,"my mom is hopeless. but my dad is 
somewhat hopefull. ",1
12/30/2021 20:51:47,Male,Dhaka,,"Yes,  i feel that sometimes",No i never lost that kind of my interest beacuse of my parental activities ,No.,They are doing Their best to make our life comfortable ,0
12/30/2021 20:56:07,Male,Dhaka,,No,Yes,Yes,Hopeless,1
12/30/2021 21:15:03,Female,Dhaka,,Parent's ask me to look for work and earn money already but I'm not yet ready.,I used to love dancing but as they don't like it so i didn't continue it.,Sometimes it becomes difficult to work according they want.,My mother is a teacher. She works very hard for us and it motivates us in a lot of aspect.,1
12/30/2021 21:22:41,Male,Dhaka,,"Yes. No matter what I did or achieved , my efforts don’t get acknowledged or appreciated.",Yes. Photography. Parents didn’t care.,No. At this point I don’t think it’s worth exhausting energy for this.,Hopeless. ,1
12/30/2021 21:26:55,Male,Dhaka,,Not really. I always believe everything has a time.,Depends. Not always my parents gonna like my interest. They have their own type of interest. Discussion is happened usually.,No obviously i don't find it difficult. ,Obviously it sounds nice to me. It makes me hopeful,0
12/30/2021 21:32:13,Female,Dhaka,,Yes,Not interested ,I need to practice how I'm gonna talk to them about serious matters,No opinion,1
12/30/2021 21:34:00,Male,Khulna,,Always! I feel like i always fail to meet their expectation.!,No! They evaluate my opinion and gives their perspective.,Yes. This absloutely my personal matter that I get scared. My parets didnot give me enough support. ,Hopeless.,1
12/30/2021 21:39:45,Male,Dhaka,,"No,because I am trying my best to fulfill their desires and they always support me.",No.,No,"Yes,It make me hopeful because their activity always best.",0
12/30/2021 21:40:46,Male,Dhaka,,Yes.they want that I become a doctor but I don't,Yes,Yes. Both of my parents discouraged me on this.,Yes,1
12/30/2021 21:40:56,Male,Dhaka,,Nah don't care anymore ,Yes,Yes,Don't like it. Makes me hopeless ,1
12/30/2021 21:43:46,Female,Dhaka,,As my parents Wished I would be a Doctor but I could not do that and it still hurts. ,My parents rarely support  on my decision. Even they Don't give me enough freedom. For that I feel worst,Sometimes our thoughts doesn’t match and that's why I could not do anything happily ,They Don't support me so It's hopeless ,1
12/30/2021 21:44:17,Female,Dhaka,,Yes I do feel worthless.,"Yes, I do loose.",Yes. If you are in a situation where you get constant taunting you become baseless. In such situation you won't able to take any initiative.,Hopeless,1
12/30/2021 21:54:11,Female,Rangpur,,The feeling never goes away. It haunts me everytime I compare myself to anyone whom my parents look up to.,My parents are very supportive. They encourage me and help me by providing required guidance for my own betterment. ,Sometimes they don't understand the younger generation. It gets difficult to take any initiative by ownself as they might belittle me.,As I've mentioned earlier my parents are very supportive. But I didn't get enough support to go in the direction I want to so I'm hopeless.,1
12/30/2021 21:58:50,Female,Dhaka,,"No, i do not feel so because they always supported me in my decisions and never forced their desires upon me. ","Sometimes, yes. For example, they wouldn't let me travel alone or with my friends which I really love. They react negative on this particular thing. ",Not at all. ,Obviously it makes me hopeful because all they do is for our own good. Their directions have always lead me to good fortune. ,0
12/30/2021 22:01:13,Female,Dhaka,,"I tried a lot but can not get good grades, even though I am on 2nd year and not allowed to work outside my parents still expect me to get a job and much more so sometimes I feel hopeless and worthless at the same time.",I love painting but my parents do not appreciate it they never liked it and I barely get any chance to do any drawing at home. They just do not want to understand how I feel. But I am hopeful oneday I can be more of  me.,It is hard as I am a complicated person.,I barely talk to any member of my family as they never motivate or support me for anything I want to do rather points out all the flaws and I become hopeless.,1
12/30/2021 22:02:02,Male,Dhaka,,No. ,No,Sometimes,hopeful,0
12/30/2021 22:03:12,Male,Dhaka,,Yes. Parents are the ones who put their full faith on us and not being able to fulfill their desires who have done so many things for us is a disappointing experience for me.,"Not sure which parental activities you're talking about but my parents always supported the things I had interest in and if it was something which is not good for me, they would sit with me and make me understand why it's not good.","No, i do not find it difficult as I have the freedom to take decisions of my own. If i need any suggestions or feedbacks, my parents gave me those.",They do their activities as usual. I never had any conflict of interest with them so it's hopeful.,0
12/30/2021 22:08:50,Female,Dhaka,,Yes i felt worthless so many times. ,My parents are so supportive.  They always listen to my words and then teach me what is right and what not.,Yes i find it difficult ,It obviously makes me hopeless,1
12/30/2021 22:09:12,Female,Dhaka,,"Yes, because they made me feel like I'm not good enough","Yes, they don't care about my interest",Yes,Hopeless,1
12/30/2021 22:13:35,Female,Sylhet,,My parents wanted that I would be a doctor. But I couldn’t get chance in any medical college.,Rarely they react to my interest.  Otherwise they ignore because of I am a little kid.,"I can't remember anything. Sorry.
",Depends.They give me different behavior on different situation. Mostly hopeless.,1
12/30/2021 22:14:34,Male,Dhaka,,they want grade. not the knowledge that I have gained. 100% worthless.,wanted to be a drummer. dad wouldn't let me. That interest long lost.,no comments on this one.,They are right in their own ways but i'm hopeless.,1
12/30/2021 22:14:43,Female,Dhaka,,"Yes, in many cases I couldn't fulfill my parents desire. These really upset me. But my parents hope that I would fulfill their desires in future.","No, my parents support me in every possible way in my interest.","No, I don't think so.",Hopeful obviously.,0
12/30/2021 22:15:41,Male,Dhaka,,"I got an internship in a renowned educational company in Bangladesh and my job was to write blogs. However my father didn't encourage me well because according to him, there ain't no future for blog writing.","I used to play football and I loved to as well. But my parents didn't let me go playing during my childhood. Slowly, I lost my interest in it.","Yes. In my freshman year, I was heavily discouraged to do club activities.","Most of the times hopeless, hopeful in very few occasions.",1
12/30/2021 22:18:24,Female,Dhaka,,Yes,Yes,Yes,Hopeful,1
12/30/2021 22:22:39,Female,Rangpur,,Yeah i have faced that situation for not being selected during my MBBS admission exam.As they desired me to become a doctor.I made them feel disappointed and i made me feel worthless as well..however...that's the reason behind this kinda feeling.,"No,my parents try harder to make all my wish fulfilled.They care about me,my passions,my lovable things and then give efforts as much as they can.",Sometimes! I also find problem at the time of my initiative to do something because i am required to account for my every day and every enthusiastic decision as I live with them...I am their mean of pride.So yeah sometimes they give their ears to hear my words and sometimes I try to scream over them to convince for working up!,Ah well.Mine parents are overprotective.Hence they think whatever they are gonna decide is best for me! But not every activities make me become hopeful...Often I become hopeless but that's totally unintentional from their side and i feel that!,1
12/30/2021 22:23:45,Male,Dhaka,,"They have way too many desires, i don't care anymore.","no, I don't show my interests to my parents. i do my thing when no one is around.",yes it's super difficult so i don't bother wasting time there.,"i don't let that affect me. To answer the question, hopeless. They are super close minded. Not open to anything other than their experience and belief.",1
12/30/2021 22:24:56,Female,Dhaka,,It depends on me they never let me to feel worthless,I lost my hobby ,no ,they  always encourage me ,0
12/30/2021 22:27:58,Male,Dhaka,,"Sometimes, a little. I never was a grade A student, I still don’t earn, But my parents always wished if I could do well with my studies, wants me to contribute to family financials, I also sometimes wish to do more for them.","I have interests in gaming, streaming, but they really don't support me on this. They just want me to get a normal job.","Of course. During this pandemic situation, where everything is online, most of us stay home, even finding a tuition is hard, let alone finding proper jobs or anything. ",I'm really hopeful about it.,1
12/30/2021 22:33:37,Male,Barishal,,Noooo,Yes,Yes. It is hard for me to any initiative.,Nooo.. Hopeless. They are all ti me rational.,1
12/30/2021 22:33:44,Male,Rangpur,,Not being able to satisfy their expectations reduces my acceptability to them.,Their behavior is sometimes rational but sometimes not.,I usually don't say this to my parents . If they don't agree with me I wouldnot be able to take new step.,Hopeful.,1
12/30/2021 22:36:43,Male,Chattogram,,Yes. It's deep pain.sometimes in midnight I cry for it.,I want to be a politician but they never support me. On the contrary they make sure I am not involved into any political activity.,Yes. My parents never supported me on my steps.,Hopeless. As parents it is their duty to know what their children want t do.,1
12/30/2021 22:39:15,Male,Sylhet,,I do,I did many times.,I did many times. I wanted to start a business but they wont let me ,They are helpful and friendly but sometimes they don't understand ,1
12/30/2021 22:40:25,Female,Barishal,,"Yes,I have felt worthless.It was a devastating feeling and at that time,I lost all my confidenceSo it was really a very bad experince. ",No.,No,Actually they are so supportive and they always encourage me.That's why it makes me hopeful.,1
12/30/2021 22:41:01,Female,Dhaka,,"Sometimes, i feel hopeless whenever I failed to fulfill my parents desires.","Never, my parents respect my interest and my feelings.","Not really, I didn’t find any difficulties in case of taking any initiatives.","I respect about everything my parents does. So, their activities make me hopeful everytime.",0
12/30/2021 22:42:52,Male,Dhaka,,Yes I do,Nope,Nope,Hopeful,0
12/30/2021 22:47:26,Female,Dhaka,,"No, I don't feel worthless because my parents encourage me to do something better in the future. ",No.,no,Make me hopeful,0
12/30/2021 22:50:18,Male,Dhaka,,No. My parents wanted me to study Medical but I chose CSE but now they are happy for me.,No. I like gaming but my parents always react positively to it but I am still playing games.,Yes. I wanted to do something like a job but my parents forbade me to do so as it might hamper my studies. And now it made me lazy to find a job.,Positive. Yes I'm hopeful.,0
12/30/2021 22:57:37,Male,Dhaka,,Yes I do. But my parents are proud of every small thing I have achieved.,"No, I don't",No,Makes me hopeful,0
12/30/2021 23:01:24,Male,Dhaka,,"Majority of children seek acceptance and gratitude from parents. But it shouldn't make one feel worthless because the person himself or herself is the one who should to be satisfied in the long run. My personal experience was with time I realized the above mentioned statement. Initially, it felt very disappointing . ","Firstly, I have no parental activities because I am not a parent.( Grammatical error in question).My parents are open and have let me pursue my goals with support but have not been the best of supporters.","Again, grammatical error in question. No, I don't face much difficulty taking initiative to do my own work, even if it goes against the interests of my parents. They have been quite liberal but only to the point of general acceptability and rationality. ",Hopeful because they are supporting me financially and emotionally but the former is more than the latter. ,1
12/30/2021 23:02:20,Female,Mymensingh,,"Yes, couldnt make any achievement which can make them happy :(",No,No,Hopeful obviously,0
12/30/2021 23:02:40,Male,Dhaka,,No such experiences. I like to stay by my rules and they know it.,They try to support it if it is legal ,NO such case,Depends on the context,0
12/30/2021 23:05:13,Female,Dhaka,,No I don't. I always believe in myself & I absolutely know that I will be able to fulfill all my parents dream one day. They also support me in every situation & have faith on me.,I don't think so. They might be appreciate me about the matter.,"No, I don’t find it difficult.","Sometimes it’s hopeful & sometimes it's hopeless. They do appreciate & support me in many way, which is hopeful. But sometimes there are some restrictions. I do know that they are telling me for my betterment or they are saying that in the way they have passed through their lifetime. But then it worthless & unacceptable for me to consider that. So in this way it’s hopeless.",1
12/30/2021 23:05:38,Male,Chattogram,,Yes I feel worthless. I wish I could do more for my parents.,I don't have any interest in anything. It is my parent's fault,I believe I am the one who should decide it. ,Not at all. They are my parents. They are bringing me up. I love them a lot.,1
12/30/2021 23:05:59,Male,Sylhet,,My parents never impose anything on me. It always have been about me and my desires and they respect my decision as well. Although sometimes I feel anxious for not having quite the academic records my parents would want but it doesn't stay very long for the fact that my parents always encouraged me to to do better and this is what gets me going. ,My parents have never questioned me for my interests. This has been possible because I never had any kind or interests that would be inappropriate and also my parents are quite progressive minded.,Sometimes it gets tempting but I respect my parents and their decisions. ,I never had any bad feelings for my parents. I think they are great and I am at this stage because my parents raised me this way.,0
12/30/2021 23:07:25,Female,Dhaka,,Feel  sad,No,Yes ,I feel hopeless.,1
12/30/2021 23:09:11,Male,Dhaka,,"Sometimes. Not always, but sometimes, yeah","Several things. Sometimes the reception is good,other times,not so well",Yes I find it difficult.,"Sometimes thankful,sometimes hopeless. ",1
12/30/2021 23:11:53,Male,Khulna,,"I will try to do my best to fulfill my parent's desire,insallah.. 
",I always proud of my parents..They are my world.,"No,I don’t find it difficult to work up the initiative to do something for my parental activity.","Yes,I always feel about my parent's activities.",0
12/30/2021 23:12:26,Male,Dhaka,,Yes I feel worthless as I couldn't get admission in a reputed public university. ,"I have passion about playing computer games, precisely esports. But, my parents don't think this beneficial for me at all. So, I stopped thinking about it seriously.","Yes, I always think about their reaction towards my initiative.",I feel hopeful as I believe that they always think about the best thing for me.,1
12/30/2021 23:14:44,Male,Dhaka,,Yes I do feel that. The experience is suffocating and that desperation is so bad.,Yes I lose Interest.,Making them understand is a pain.,"Hopeful, I get encouraged to do more in my life.",1
12/30/2021 23:15:44,Female,Khulna,,I have made unexpected results in my SSC for which i felt worthless for not fulfilling my parents desires..and that made me upset ..,Never..My parents always have taken care of my interest and have always valued my feelings..,Sometimes i find it difficult to work up the initiative to do something but when i make them realize and understand then they would have agreed if its good for me ..,My parents activities is very friendly and understanding towards us and it makes me very hopeful.,0
12/30/2021 23:16:48,Male,Dhaka,,Sometimes my mother angry on me for not bringing the clothes from terrace at afternoon and i feel sad when my mom doesn't talk to me. ,My mom and dad always fulfilled my interests if it is good for me but sometimes my dad behave strictly if I'm going to do any activity which is not good for me. ,I don't have experience like this. ,My dad always support me and if there is any fault in my work he helps me to correct it. Sometimes I got support from my mom also. Which makes me hopeful. ,1
12/30/2021 23:21:21,Male,Dhaka,,It sometimes felt me worthless. ,They support my good interest but dont support all the time.,It is not difficult at all. But we should take good approach. ,It makes me hopeful.,0
12/30/2021 23:26:42,Male,Dhaka,,Alhamdulillah. ,Alhamdulillah.,Alhamdulillah,Alhamdulillah.,0
12/30/2021 23:29:56,Male,Dhaka,,I have been feeling worthless my entire life. ,I hardly become interested let alone losing it.,Not difficult neither I do those things eagerly all the time but I do whatever I am asked to do.,My father's dead and my mother does things average.,1
12/30/2021 23:30:25,Male,Dhaka,,"No. At the end of the day, my happiness is what matters to them.",No.,No.,Hopeful.,0
12/30/2021 23:31:15,Female,Dhaka,,"Yes, specially when they compare to others","Yes, I did not get the appreciation for anything ", when I have study pressure for which don't get enough time to do any other works.,"Hopeless, cause they are not enough supportive.",1
12/30/2021 23:32:08,Female,Dhaka,,My parents teach me to expect less from life. ,No….in-fact they support me always,Not really ,They are my inspiration ,0
12/30/2021 23:34:37,Male,Chattogram,,Definitely,Good,No,Hopefully ,0
12/30/2021 23:38:14,Female,Dhaka,,Yes I do.  They wanted me to be doctor but I don’t know why I never thought about pursuing my career as a doctor. So sometimes I think it would be better for me to be doctor instead of what I am doing now.,"Yes it happens all the time actually. I have a great interest in makeup , so wanted to do makeup courses but they just oppose my decision. So I couldn’t pursue my career as a makeup artist which was my hobby also. ",It’s difficult. To make them understand what I feel about a certain thing .,Sometimes hopeful sometimes hopeless. Because they understand what they want to understand ,1
12/30/2021 23:39:58,Female,Dhaka,,"Sometimes I feel guilty, terrible for it. But then again I realize it's not my fault. But it's a never ending loop.",Not all the time . But sometime I skip work.,Yes it's tough to balance work life and personal life. Moments like parent timing and self timing become quite challenging.,Definitely my parents work enough hard for me. Without their help it would have been impossible for me to get out from unforseen circumstances of my life throughout the decade.,1
12/30/2021 23:40:11,Male,Dhaka,,Yes. They have some desires from me but I'm still lacking behind. ,Yes I do. And they act as if they haven't done anything wrong. ,Taking any initiative is very difficult.,Hopeful. They try to support me to get e good career ahead.,1
12/30/2021 23:43:01,Female,Dhaka,,yes,no,yes. It is quite difficult.,hopeless.,1
12/30/2021 23:43:23,Male,Dhaka,,"Not worthless but sometimes disappointed. However, I will try harder for the future.",I always try to keep my parents happy and try to fulfill their desires.,No I do not feel it to be difficult.,Yes their activities sometimes do give me hopes of having a better future. ,0
12/30/2021 23:45:07,Female,Dhaka,,Definitely not,Actually sometimes when they want me to accept their decision ,Don't think so.,They tried their best.But as their is a Generation gap and we can’t share everything with the parents so that’s the reason,0
12/31/2021 0:06:03,Male,Rangpur,,My parents wanted me to study in public university. But I don't feel worthless I couldn't ,My parents are happy I have an interest in Computer Science ,No I dont. ,I think they have a little lack of knowledge about the current issues of life. They should educate themselves more about it,0
12/31/2021 0:07:32,Male,Mymensingh,,yes,no,no,good,0
12/31/2021 0:11:15,Female,Dhaka,,No. I Don't expect validation from them. They scrutinise me for not following according to their desires but I have become immuned to those. ,I hide my interests and live a double life as they are not very welcoming of something that is different ,I am capable to manage everything ,I have accepted it and I hope for nothing. ,1
12/31/2021 0:11:35,Female,Dhaka,,Yes I did feel worthless and I still do. I have to hear every now and then that I didn't do enough and how I could've don't better in the present and future if I did do my best before.,Yes I do. And they act as if they haven't done anything wrong. ,Yes and the feeling I go through is weird I just wish it wasn't like that.,I wish they knew better and wanted to do better but they don't and it makes me feel rather hopeless ,1
12/31/2021 0:12:41,Male,Dhaka,,Yes. My parents supposed to get more from me.,Yes. They are very particular about my interest.,Yes. Nowdays taking any initiative is very difficult.,Not good,1
12/31/2021 0:16:45,Male,Dhaka,, Yes but not sure,Yes but not sure,Yes but not sure,No. They don't make me hopeless.,1
12/31/2021 0:16:56,Male,Dhaka,,Yes..the experience is worst,They respect my interest ,"I never experienced these kind of parental activities 
My parents are always supportive ",Yes but not sure,0
12/31/2021 0:19:51,Male,Dhaka,,yes,No,No,Hopeful,0
12/31/2021 0:22:40,Female,Dhaka,,"Yeah I do feel unworthy. However, my parents have never questioned me about stuff. It's me who is more concerned.",No. My parents are quite supportive in this matter.,Yeah. Sometimes. Specially when money is the factor.,"One of them makes me hopeful, the other makes me feel hopeless.",0
12/31/2021 0:23:43,Male,Dhaka,,Actually I tried my level best but sometimes couldn't fulfill my parents desires. But for this I didn't feel worthless rather I inspired myself to work hard to achieve success and to fulfill my parents desires.,My parents pay full attention about my interests and according to that they try to implement my desires.,No. I didn't find it difficult to work up the initiative to do something for my parental activity.,I feel very much hopeful about my parent's activities. They always try to support my opinions.,0
12/31/2021 0:23:59,Male,Dhaka,,Yes.In case of academic result my grades are poor and my parents are not satisfied with that and they always scream about that and that time i feel low and worthless ,No.My parents always supports me and my interests ,yes sometimes it is difficult for me to make them understand what am i doing with my life,sometimes it is hopeful and sometimes it is hopeless because when are determined about something it is very difficult to change their mind ,1
12/31/2021 0:26:44,Female,Dhaka,,Dont know. ,Yes. I can barely run after my hobbies. So I gave it up,Sometimes. I wish it would not be difficult.,Most of the time hopeless.,1
12/31/2021 0:32:53,Male,Dhaka,,"As our parents are elder, they have passed many years and many events in their life. So, they have more experience than we students do, they have more idea about how hard the life is. From their experience they give us the right choices, decisions or opinions so that we don't have to go through the same hard situation like they had been through. So whenever I do anything against their opinion I feel bad, sometimes I regret for not listening to them. Which lead me to go through a very very hard time. That's why I think I should've listened to them and should've given more respect to them and their opinions, choices.","No, I don't lose interest. Instead of losing it I feel more interested to do it. I haven't told my parents about the things I love. But if I told first they may say NO then they will listen my reasons for loving it, if those reasons matches their likings then they'll inspire me. If it doesn't match, they will give their reasons why I shouldn't do those things. After a conversation they would just say, ""if it brings any genuine good to then do it, it's you who are doing it, so you be the judge either it is good or bad"".",I don't find any difficulties to work up the initiative to do something for my parental activity. Because I just do that and quit.,It depends on the situation .They were never hopeless.,0
12/31/2021 0:39:38,Male,Dhaka,,Yes. But I am trying my best to fulfill their desire.,No. My parents respect and encourage my interests.,No. It is fun to work up the initiative with them.,Yes they make me hopeful. I am very grateful for that.,0
12/31/2021 0:39:49,Male,Dhaka,,I think i managed to fulfil their desire ,My parents can't relate what i want to do with my life,Yes sometimes they don't support,"I have a mixed experience,My parents become hopeless.",1
12/31/2021 0:48:13,Male,Dhaka,,Yes.These are the worst feeling.,"Kind of , they don’t really see the big picture or the feelings that I have connected to that certain thing. ",I severely feel this because there’s always a second and third opinion coming from them . So taking an initiative without considering their opinion is quite hard. ,I feel really good about my parents’ activities because it’s all for our betterment. Or atleast that’s what they think. ,1
12/31/2021 0:56:15,Male,Dhaka,,I feel depressed,They care for my interest and try to fulfill that. ,I try my best,It does make me hopeful ,0
12/31/2021 1:02:30,Male,Dhaka,,"For some times yes but not all the time.
If they want me to take certain profession but somehow it doesn't fit my way.",Angriness. This is the main culprit.,At this point didn't think off,"It actually depends. Sometimes how they work hard for our betterment, that's actually hopeful.
But also that angriness.ugh!!!!!",1
12/31/2021 1:05:25,Female,Dhaka,,"Yes, whatever my parents had expected from me , I could not achieve that position. ",yes because they do not want me to waste time in those things. They asked only to focus on study,Not always. This thing rarely happens.,sometimes hopeful and sometimes hopeless,1
12/31/2021 1:24:22,Female,Barishal,,"Yes..
I would like to make my parents happy always so it would be perfect if i can fulfill their desire.","Yes..
Sometimes they support on our interest but maximum time not",Right now no initiative ,Yes their activity makes me hopeful.,1
12/31/2021 1:30:52,Male,Dhaka,,They want grade.Not the knowledge that i have gained.,Wanted to be a cricketer. Mom wouldn’t let me. That interest long lost.,Yes difficult.,They are right in Their own ways.,1
12/31/2021 1:47:13,Male,Dhaka,,My parents don’t give the opportunity to fell worthlessness by depressing their expectations to low.,No. They are always supportive which makes me happy.,No. I find it simple and funny to work with them. Also I try to convince them to expect less.,There's no way they make me hopeless. ,0
12/31/2021 1:51:12,Female,Dhaka,,Yes I do. It feels really bad and makes me angry on myself when I can’t do things for my parents in the way they want. ,"Yes because there are few things that I like to do but my parents continuously restricting me from doing that. So yeah, that’s making me losing interest than before. ", actually yes,Yes. It makes me hopeful as they are trying their best to be a good parent and respecting my thoughts and considering my situations.,1
12/31/2021 2:25:58,Female,Dhaka,,I do. I feel this sometimes. Might be of the lacking of patience or giving up too early but this one thing makes me depressed most of the time.,"Yes. I like to live an average lifestyle. But they want me to achieve the highest, though they do not push too much but their expectation is too high.","Have not thought about it yet so yeah, skipping.",Mixed feelings. Not always our parents are right in every cases. Might be reason because of age gap or generation gap. But overall I'm fine with my parents.,1
12/31/2021 3:19:22,Male,Dhaka,,Yes. ,Yes. Used to love playing football,Sometimes,The answer is kinda in between,1
12/31/2021 4:36:08,Male,Khulna,,When they give successful students example then it feels worthless ,"Yes cz they only want positive things, that's why i barely think outside the box",May be,Both. But i think i am mentally strong and have a clear aim now. So don’t care anything ,1
12/31/2021 4:42:10,Male,Rajshahi,,Sometimes I felt but overcame. ,They never stopped me.,"No, I always make time.",It makes me inspire.,0
12/31/2021 7:03:52,Male,Mymensingh,,Never felt. They always considered me as an angel to their life.,Never. They never stopped from doing what I like. Unless it is harmful. ,Never. We do every work with fun.,"They always give me positive vibe, that makes me move forward.",0
12/31/2021 7:57:24,Female,Dhaka,,"yes sometimes i feel worthless when i wouldn't find any peaceful result what i have decided against my parents desire. But when i try the best and do success,then my worthless thinking is finished.","when my parents gives despair instead of hope,i lose to do my interest in the thing what i love.",sometimes my parents desire something what i have no interest. In that time to work up some new initiative was much difficult for me because i had to explain every details about my initiative idea and the future result.,"I don't think,parent's activity is not good for us. Every parent thinks good for their own child. Sometimes parent's activity make me hopeless but not all time. Most of the time ,my parents activity make me feel hopeful.",1
12/31/2021 8:26:01,Male,Dhaka,,"Yes, I had felt  worthless in many times for not fulfilling my parent's desires.
My parent's wanted me to be a doctor but i choose the engineering profession. At first, they were so much tensed although they now realized my passion very much and give me much freedom.",My parents always try to push me up to gain my desires or interests into reality.,"No, i never find it difficult to work up the initiative to do something for my parental activity. ",My parents activities help me to become a good person. They never let me to do wrong things.,0
12/31/2021 9:24:28,Female,Khulna,,"No, I never feel this way","No, my parents are not aware of my interests","No, I didnt fint it difficult","Most of the time hopeless,  the reason may be generation gap",0
12/31/2021 9:53:02,Female,Dhaka,,Some times facing taunts. ,Not fully. But i am tired to make them understand me.,No. Never happened this.,Hopeless mainly. But I don't mind about it.,0
12/31/2021 10:09:01,Male,Dhaka,,Not yet. I try to be as worthy as possible.,They always care about my opinion and provide me a space for my opinion.,No. My parents make it easier for me.,It's always for my betterment and makes me hopeful.,0
12/31/2021 10:27:20,Male,Dhaka,,Thinking of that l feel so hopeless.,They think it is meaningless and for me I feel so lonelygq,Yes. They put so much expectations on me.,It depends on each activities.,1
12/31/2021 11:14:48,Male,Dhaka,,"No, I don't feel worthless",Sometimes,Sometimes,Hopeless,1
